gene_id	gene_type	gene_name
ENSMUSG00000026199	protein_coding	Ankzf1
ENSMUSG00000026200	protein_coding	Glb1l
ENSMUSG00000026201	protein_coding	Stk16
ENSMUSG00000026202	protein_coding	Tuba4a
ENSMUSG00000096094	protein_coding	A630095N17Rik
ENSMUSG00000026203	protein_coding	Dnajb2
ENSMUSG00000026204	protein_coding	Ptprn
ENSMUSG00000101840	lncRNA	Gm28294
ENSMUSG00000033061	protein_coding	Resp18
ENSMUSG00000100556	lncRNA	Gm28902
ENSMUSG00000026209	protein_coding	Dnpep
ENSMUSG00000026208	protein_coding	Des
ENSMUSG00000085653	lncRNA	Gm15179
ENSMUSG00000026207	protein_coding	Speg
ENSMUSG00000086053	lncRNA	Gm15178
ENSMUSG00000033021	protein_coding	Gmppa
ENSMUSG00000033007	protein_coding	Asic4
ENSMUSG00000032997	protein_coding	Chpf
ENSMUSG00000026211	protein_coding	Obsl1
ENSMUSG00000051703	protein_coding	Tmem198
ENSMUSG00000032968	protein_coding	Inha
ENSMUSG00000026213	protein_coding	Stk11ip
ENSMUSG00000006576	protein_coding	Slc4a3
ENSMUSG00000099996	lncRNA	Gm29065
ENSMUSG00000100827	lncRNA	Gm29069
ENSMUSG00000100553	lncRNA	Gm17751
ENSMUSG00000100534	lncRNA	Gm816
ENSMUSG00000026235	protein_coding	Epha4
ENSMUSG00000101849	lncRNA	Gm28386
ENSMUSG00000102052	lncRNA	Gm28387
ENSMUSG00000004872	protein_coding	Pax3
ENSMUSG00000032908	protein_coding	Sgpp2
ENSMUSG00000099561	lncRNA	Gm28410
ENSMUSG00000026245	protein_coding	Farsb
ENSMUSG00000090486	protein_coding	BC035947
ENSMUSG00000012187	protein_coding	Mogat1
ENSMUSG00000099364	lncRNA	5730419F03Rik
ENSMUSG00000100562	lncRNA	Gm29611
ENSMUSG00000032883	protein_coding	Acsl3
ENSMUSG00000079470	protein_coding	Utp14b
ENSMUSG00000099706	lncRNA	Gm29536
ENSMUSG00000047330	protein_coding	Kcne4
ENSMUSG00000101324	lncRNA	Gm29187
ENSMUSG00000050711	protein_coding	Scg2
ENSMUSG00000054702	protein_coding	Ap1s3
ENSMUSG00000073643	protein_coding	Wdfy1
ENSMUSG00000026248	protein_coding	Mrpl44
ENSMUSG00000026249	protein_coding	Serpine2
ENSMUSG00000099552	lncRNA	9830004L10Rik
ENSMUSG00000043230	protein_coding	Fam124b
ENSMUSG00000101257	lncRNA	2310015K22Rik
ENSMUSG00000004364	protein_coding	Cul3
ENSMUSG00000101722	lncRNA	Gm29125
ENSMUSG00000101483	lncRNA	1700016L21Rik
ENSMUSG00000110100	protein_coding	Gm45261
ENSMUSG00000038608	protein_coding	Dock10
ENSMUSG00000054976	protein_coding	Nyap2
ENSMUSG00000055980	protein_coding	Irs1
ENSMUSG00000022591	protein_coding	Gm9747
ENSMUSG00000026142	protein_coding	Rhbdd1
ENSMUSG00000100786	lncRNA	Gm28940
ENSMUSG00000067158	protein_coding	Col4a4
ENSMUSG00000079465	protein_coding	Col4a3
ENSMUSG00000097564	lncRNA	C430014B12Rik
ENSMUSG00000026150	protein_coding	Mff
ENSMUSG00000101450	lncRNA	Gm28941
ENSMUSG00000026149	protein_coding	Tm4sf20
ENSMUSG00000114299	protein_coding	Gm47791
ENSMUSG00000100170	lncRNA	Gm28942
ENSMUSG00000026159	protein_coding	Agfg1
ENSMUSG00000113880	protein_coding	A030005L19Rik
ENSMUSG00000113973	protein_coding	A030014E15Rik
ENSMUSG00000113846	protein_coding	Gm6217
ENSMUSG00000113084	protein_coding	A030003K21Rik
ENSMUSG00000113925	protein_coding	Gm7544
ENSMUSG00000114011	protein_coding	Gm47955
ENSMUSG00000113097	protein_coding	Gm47959
ENSMUSG00000038496	protein_coding	Slc19a3
ENSMUSG00000100190	protein_coding	Krtap28-10
ENSMUSG00000113267	protein_coding	Gm47969
ENSMUSG00000104423	protein_coding	A030005K14Rik
ENSMUSG00000101315	protein_coding	Krtap28-13
ENSMUSG00000026166	protein_coding	Ccl20
ENSMUSG00000053161	protein_coding	Daw1
ENSMUSG00000026163	protein_coding	Sphkap
ENSMUSG00000100580	lncRNA	4933436I20Rik
ENSMUSG00000045658	protein_coding	Pid1
ENSMUSG00000036766	protein_coding	Dner
ENSMUSG00000026219	protein_coding	Trip12
ENSMUSG00000073633	protein_coding	Fbxo36
ENSMUSG00000026220	protein_coding	Slc16a14
ENSMUSG00000052477	protein_coding	C130026I21Rik
ENSMUSG00000089844	protein_coding	A530032D15Rik
ENSMUSG00000073631	lncRNA	Gm10553
ENSMUSG00000072109	lncRNA	A530040E14Rik
ENSMUSG00000090252	lncRNA	Gm16028
ENSMUSG00000089652	lncRNA	Gm16025
ENSMUSG00000089714	lncRNA	Gm16092
ENSMUSG00000094127	protein_coding	G530012D18Rik
ENSMUSG00000070034	protein_coding	Sp110
ENSMUSG00000090103	lncRNA	Gm16094
ENSMUSG00000070031	protein_coding	Sp140
ENSMUSG00000073628	lncRNA	Gm10552
ENSMUSG00000090246	lncRNA	Gm17017
ENSMUSG00000026222	protein_coding	Sp100
ENSMUSG00000052760	protein_coding	A630001G21Rik
ENSMUSG00000100217	lncRNA	9930111H07Rik
ENSMUSG00000036707	protein_coding	Cab39
ENSMUSG00000026223	protein_coding	Itm2c
ENSMUSG00000026224	protein_coding	4933407L21Rik
ENSMUSG00000099767	lncRNA	Gm28884
ENSMUSG00000049608	protein_coding	Gpr55
ENSMUSG00000100108	lncRNA	Gm28100
ENSMUSG00000026226	protein_coding	Spata3
ENSMUSG00000026227	protein_coding	2810459M11Rik
ENSMUSG00000026229	protein_coding	Psmd1
ENSMUSG00000026228	protein_coding	Htr2b
ENSMUSG00000062590	protein_coding	Armc9
ENSMUSG00000087538	lncRNA	Gm16341
ENSMUSG00000079445	protein_coding	B3gnt7
ENSMUSG00000099644	lncRNA	Gm28626
ENSMUSG00000026234	protein_coding	Ncl
ENSMUSG00000073627	lncRNA	C130036L24Rik
ENSMUSG00000026237	protein_coding	Nmur1
ENSMUSG00000036574	protein_coding	Tex44
ENSMUSG00000026238	protein_coding	Ptma
ENSMUSG00000026239	protein_coding	Pde6d
ENSMUSG00000026240	protein_coding	Cops7b
ENSMUSG00000026241	protein_coding	Nppc
ENSMUSG00000053333	protein_coding	Dis3l2
ENSMUSG00000100768	lncRNA	Gm29055
ENSMUSG00000099401	lncRNA	Gm28375
ENSMUSG00000101625	lncRNA	Gm29371
ENSMUSG00000026246	protein_coding	Alppl2
ENSMUSG00000079440	protein_coding	Alpi
ENSMUSG00000036500	protein_coding	Akp3
ENSMUSG00000099839	lncRNA	Gm29374
ENSMUSG00000026247	protein_coding	Ecel1
ENSMUSG00000036480	protein_coding	Prss56
ENSMUSG00000026251	protein_coding	Chrnd
ENSMUSG00000026253	protein_coding	Chrng
ENSMUSG00000026254	protein_coding	Eif4e2
ENSMUSG00000026255	protein_coding	Efhd1
ENSMUSG00000089821	lncRNA	Efhd1os
ENSMUSG00000048000	protein_coding	Gigyf2
ENSMUSG00000079436	protein_coding	Kcnj13
ENSMUSG00000026258	protein_coding	Snorc
ENSMUSG00000026259	protein_coding	Ngef
ENSMUSG00000079434	protein_coding	Neu2
ENSMUSG00000026288	protein_coding	Inpp5d
ENSMUSG00000026289	protein_coding	Atg16l1
ENSMUSG00000056055	protein_coding	Sag
ENSMUSG00000070738	protein_coding	Dgkd
ENSMUSG00000101942	lncRNA	Gm19582
ENSMUSG00000005501	protein_coding	Usp40
ENSMUSG00000090165	protein_coding	Ugt1a10
ENSMUSG00000092220	lncRNA	Gm20528
ENSMUSG00000090175	protein_coding	Ugt1a9
ENSMUSG00000089675	protein_coding	Ugt1a8
ENSMUSG00000090124	protein_coding	Ugt1a7c
ENSMUSG00000090145	protein_coding	Ugt1a6b
ENSMUSG00000054545	protein_coding	Ugt1a6a
ENSMUSG00000089943	protein_coding	Ugt1a5
ENSMUSG00000090171	protein_coding	Ugt1a2
ENSMUSG00000081984	protein_coding	Dnajb3
ENSMUSG00000089960	protein_coding	Ugt1a1
ENSMUSG00000079429	protein_coding	Mroh2a
ENSMUSG00000044783	protein_coding	Hjurp
ENSMUSG00000036251	protein_coding	Trpm8
ENSMUSG00000085420	lncRNA	4930453O03Rik
ENSMUSG00000026295	protein_coding	Spp2
ENSMUSG00000099553	lncRNA	Gm29538
ENSMUSG00000100908	lncRNA	Gm28888
ENSMUSG00000062310	protein_coding	Glrp1
ENSMUSG00000100798	lncRNA	Gm19589
ENSMUSG00000100367	lncRNA	Gm29336
ENSMUSG00000049866	protein_coding	Arl4c
ENSMUSG00000097398	lncRNA	Platr5
ENSMUSG00000099848	lncRNA	Gm29337
ENSMUSG00000099378	lncRNA	1700067G17Rik
ENSMUSG00000036206	protein_coding	Sh3bp4
ENSMUSG00000101288	lncRNA	Gm28342
ENSMUSG00000099938	lncRNA	C030007H22Rik
ENSMUSG00000055013	protein_coding	Agap1
ENSMUSG00000101662	lncRNA	Gm28499
ENSMUSG00000102009	lncRNA	4933400F21Rik
ENSMUSG00000034486	protein_coding	Gbx2
ENSMUSG00000092627	lncRNA	D130058E05Rik
ENSMUSG00000067081	protein_coding	Asb18
ENSMUSG00000026301	protein_coding	Iqca
ENSMUSG00000100850	lncRNA	4930434B07Rik
ENSMUSG00000044337	protein_coding	Ackr3
ENSMUSG00000101951	lncRNA	Gm28721
ENSMUSG00000101028	lncRNA	Gm28723
ENSMUSG00000101997	lncRNA	Gm28722
ENSMUSG00000034432	protein_coding	Cops8
ENSMUSG00000056128	lncRNA	Gm9991
ENSMUSG00000048126	protein_coding	Col6a3
ENSMUSG00000026303	protein_coding	Mlph
ENSMUSG00000090550	protein_coding	Prlh
ENSMUSG00000026304	protein_coding	Rab17
ENSMUSG00000100791	lncRNA	Gm28199
ENSMUSG00000026305	protein_coding	Lrrfip1
ENSMUSG00000070732	protein_coding	Rbm44
ENSMUSG00000034353	protein_coding	Ramp1
ENSMUSG00000034343	protein_coding	Ube2f
ENSMUSG00000026307	protein_coding	Scly
ENSMUSG00000090322	lncRNA	Gm17090
ENSMUSG00000049515	protein_coding	Espnl
ENSMUSG00000026308	protein_coding	Klhl30
ENSMUSG00000047443	protein_coding	Erfe
ENSMUSG00000026309	protein_coding	Ilkap
ENSMUSG00000100253	lncRNA	1700020N18Rik
ENSMUSG00000067071	protein_coding	Hes6
ENSMUSG00000055866	protein_coding	Per2
ENSMUSG00000100151	lncRNA	Gm28382
ENSMUSG00000034292	protein_coding	Traf3ip1
ENSMUSG00000026311	protein_coding	Asb1
ENSMUSG00000101705	lncRNA	Gm28380
ENSMUSG00000100980	lncRNA	Gm29100
ENSMUSG00000007805	protein_coding	Twist2
ENSMUSG00000101414	lncRNA	Gm29101
ENSMUSG00000026313	protein_coding	Hdac4
ENSMUSG00000101265	lncRNA	Gm29099
ENSMUSG00000026260	protein_coding	Ndufa10
ENSMUSG00000067064	protein_coding	Olfr1416
ENSMUSG00000057464	protein_coding	Olfr1415
ENSMUSG00000042849	protein_coding	Olfr1414
ENSMUSG00000058904	protein_coding	Olfr1413
ENSMUSG00000097001	lncRNA	1700054K02Rik
ENSMUSG00000046300	protein_coding	Olfr1412
ENSMUSG00000062497	protein_coding	Olfr1411
ENSMUSG00000063583	protein_coding	Olfr1410
ENSMUSG00000061616	protein_coding	Olfr12
ENSMUSG00000073616	protein_coding	Cops9
ENSMUSG00000044055	protein_coding	Otos
ENSMUSG00000100546	lncRNA	Gm29483
ENSMUSG00000099665	lncRNA	Gm29482
ENSMUSG00000100781	lncRNA	Gm29481
ENSMUSG00000034220	protein_coding	Gpc1
ENSMUSG00000101995	lncRNA	Gm29480
ENSMUSG00000034212	protein_coding	Ankmy1
ENSMUSG00000047067	protein_coding	Dusp28
ENSMUSG00000097251	lncRNA	5033417F24Rik
ENSMUSG00000026269	protein_coding	Rnpepl1
ENSMUSG00000100632	lncRNA	9430060I03Rik
ENSMUSG00000026270	protein_coding	Capn10
ENSMUSG00000026271	protein_coding	Gpr35
ENSMUSG00000045091	protein_coding	Aqp12
ENSMUSG00000014602	protein_coding	Kif1a
ENSMUSG00000101378	lncRNA	Gm28086
ENSMUSG00000026272	protein_coding	Agxt
ENSMUSG00000034159	protein_coding	Mab21l4
ENSMUSG00000084989	protein_coding	Crocc2
ENSMUSG00000047793	protein_coding	Sned1
ENSMUSG00000026273	protein_coding	Mterf4
ENSMUSG00000101172	lncRNA	Gm28535
ENSMUSG00000026274	protein_coding	Pask
ENSMUSG00000026275	protein_coding	Ppp1r7
ENSMUSG00000034107	protein_coding	Ano7
ENSMUSG00000034088	protein_coding	Hdlbp
ENSMUSG00000026276	protein_coding	Sept2
ENSMUSG00000116048	protein_coding	Sept2.1
ENSMUSG00000034066	protein_coding	Farp2
ENSMUSG00000026277	protein_coding	Stk25
ENSMUSG00000100927	lncRNA	Gm28536
ENSMUSG00000026278	protein_coding	Bok
ENSMUSG00000026279	protein_coding	Thap4
ENSMUSG00000101952	lncRNA	Gm10550
ENSMUSG00000026280	protein_coding	Atg4b
ENSMUSG00000026281	protein_coding	Dtymk
ENSMUSG00000026283	protein_coding	Ing5
ENSMUSG00000073609	protein_coding	D2hgdh
ENSMUSG00000094651	protein_coding	Gal3st2
ENSMUSG00000093805	protein_coding	Gal3st2b
ENSMUSG00000073608	protein_coding	Gal3st2c
ENSMUSG00000034000	protein_coding	Neu4
ENSMUSG00000026285	protein_coding	Pdcd1
ENSMUSG00000100518	lncRNA	4930440C22Rik
ENSMUSG00000051185	protein_coding	Fam174a
ENSMUSG00000040710	protein_coding	St8sia4
ENSMUSG00000100777	lncRNA	4930598F16Rik
ENSMUSG00000100062	lncRNA	1700063A18Rik
ENSMUSG00000100336	lncRNA	Gm29601
ENSMUSG00000100589	lncRNA	4930533P14Rik
ENSMUSG00000040693	protein_coding	Slco4c1
ENSMUSG00000097814	lncRNA	Panct2
ENSMUSG00000100454	lncRNA	Gm28901
ENSMUSG00000026331	protein_coding	Slco6c1
ENSMUSG00000044768	protein_coding	D1Ertd622e
ENSMUSG00000040648	protein_coding	Ppip5k2
ENSMUSG00000026333	protein_coding	Gin1
ENSMUSG00000026335	protein_coding	Pam
ENSMUSG00000089706	lncRNA	B230216N24Rik
ENSMUSG00000100182	lncRNA	1810006J02Rik
ENSMUSG00000100711	lncRNA	Gm29461
ENSMUSG00000026336	protein_coding	Slco6d1
ENSMUSG00000100009	lncRNA	Gm7967
ENSMUSG00000067028	protein_coding	Cntnap5b
ENSMUSG00000100684	lncRNA	Gm20268
ENSMUSG00000099375	lncRNA	Gm28187
ENSMUSG00000050840	protein_coding	Cdh20
ENSMUSG00000089866	lncRNA	Gm15699
ENSMUSG00000099669	lncRNA	Gm29012
ENSMUSG00000047496	protein_coding	Rnf152
ENSMUSG00000097482	lncRNA	Gm17634
ENSMUSG00000101214	lncRNA	Gm28403
ENSMUSG00000056536	protein_coding	Pign
ENSMUSG00000100672	lncRNA	Gm28404
ENSMUSG00000026319	protein_coding	Relch
ENSMUSG00000026321	protein_coding	Tnfrsf11a
ENSMUSG00000099843	lncRNA	Gm7160
ENSMUSG00000038866	protein_coding	Zcchc2
ENSMUSG00000101583	lncRNA	Gm20753
ENSMUSG00000044340	protein_coding	Phlpp1
ENSMUSG00000100247	lncRNA	A530053M12Rik
ENSMUSG00000057329	protein_coding	Bcl2
ENSMUSG00000054006	lncRNA	D630008O14Rik
ENSMUSG00000009905	protein_coding	Kdsr
ENSMUSG00000009907	protein_coding	Vps4b
ENSMUSG00000067006	protein_coding	Serpinb5
ENSMUSG00000059956	protein_coding	Serpinb12
ENSMUSG00000048775	protein_coding	Serpinb13
ENSMUSG00000044594	protein_coding	Serpinb3a
ENSMUSG00000058017	protein_coding	Serpinb3d
ENSMUSG00000073602	protein_coding	Serpinb3b
ENSMUSG00000073601	protein_coding	Serpinb3c
ENSMUSG00000026327	protein_coding	Serpinb11
ENSMUSG00000087210	lncRNA	Gm15391
ENSMUSG00000067001	protein_coding	Serpinb7
ENSMUSG00000062345	protein_coding	Serpinb2
ENSMUSG00000026315	protein_coding	Serpinb8
ENSMUSG00000086161	lncRNA	Gm15389
ENSMUSG00000100457	lncRNA	D830032E09Rik
ENSMUSG00000026312	protein_coding	Cdh7
ENSMUSG00000047216	protein_coding	Cdh19
ENSMUSG00000101253	lncRNA	Gm29088
ENSMUSG00000038702	protein_coding	Dsel
ENSMUSG00000101453	lncRNA	Gm28189
ENSMUSG00000097648	lncRNA	9330185C12Rik
ENSMUSG00000070695	protein_coding	Cntnap5a
ENSMUSG00000094429	protein_coding	Gm19965
ENSMUSG00000107979	lncRNA	Zfp813-ps
ENSMUSG00000100265	protein_coding	Gm28363
ENSMUSG00000101303	protein_coding	B020011L13Rik
ENSMUSG00000100305	protein_coding	Gm28360
ENSMUSG00000101415	protein_coding	Gm28168
ENSMUSG00000100617	protein_coding	Gm7145
ENSMUSG00000102030	protein_coding	Gm29106
ENSMUSG00000026374	protein_coding	Tsn
ENSMUSG00000026377	protein_coding	Nifk
ENSMUSG00000099936	lncRNA	Gm28867
ENSMUSG00000064302	protein_coding	Clasp1
ENSMUSG00000107722	lncRNA	2900060B14Rik
ENSMUSG00000026380	protein_coding	Tfcp2l1
ENSMUSG00000048402	protein_coding	Gli2
ENSMUSG00000097408	lncRNA	Gm26831
ENSMUSG00000099860	lncRNA	Gm29456
ENSMUSG00000101179	lncRNA	Gm29455
ENSMUSG00000037035	protein_coding	Inhbb
ENSMUSG00000004451	protein_coding	Ralb
ENSMUSG00000098447	lncRNA	Gm27184
ENSMUSG00000098923	protein_coding	Tmem185b
ENSMUSG00000101731	lncRNA	3830432H09Rik
ENSMUSG00000026383	protein_coding	Epb41l5
ENSMUSG00000026384	protein_coding	Ptpn4
ENSMUSG00000101224	lncRNA	Gm28209
ENSMUSG00000036975	protein_coding	Tmem177
ENSMUSG00000036962	protein_coding	Cfap221
ENSMUSG00000026387	protein_coding	Sctr
ENSMUSG00000050777	protein_coding	Tmem37
ENSMUSG00000026385	protein_coding	Dbi
ENSMUSG00000026388	protein_coding	3110009E18Rik
ENSMUSG00000026389	protein_coding	Steap3
ENSMUSG00000036907	protein_coding	C1ql2
ENSMUSG00000101275	lncRNA	1700012E03Rik
ENSMUSG00000026390	protein_coding	Marco
ENSMUSG00000058665	protein_coding	En1
ENSMUSG00000099957	lncRNA	2610027F03Rik
ENSMUSG00000101386	lncRNA	Gm29346
ENSMUSG00000101922	lncRNA	Gm29345
ENSMUSG00000099336	lncRNA	Gm29348
ENSMUSG00000100979	lncRNA	Gm29347
ENSMUSG00000097881	lncRNA	Celrr
ENSMUSG00000101700	lncRNA	Gm29359
ENSMUSG00000003721	protein_coding	Insig2
ENSMUSG00000101791	lncRNA	2210011K15Rik
ENSMUSG00000026339	protein_coding	Ccdc93
ENSMUSG00000085857	lncRNA	Gm15392
ENSMUSG00000050534	protein_coding	Htr5b
ENSMUSG00000001674	protein_coding	Ddx18
ENSMUSG00000099960	lncRNA	Gm28590
ENSMUSG00000036815	protein_coding	Dpp10
ENSMUSG00000099574	lncRNA	1700121L03Rik
ENSMUSG00000026341	protein_coding	Actr3
ENSMUSG00000102063	lncRNA	Gm28706
ENSMUSG00000026342	protein_coding	Slc35f5
ENSMUSG00000026343	protein_coding	Gpr39
ENSMUSG00000026344	protein_coding	Lypd1
ENSMUSG00000049690	protein_coding	Nckap5
ENSMUSG00000101600	lncRNA	4930599A14Rik
ENSMUSG00000036155	protein_coding	Mgat5
ENSMUSG00000026347	protein_coding	Tmem163
ENSMUSG00000026348	protein_coding	Acmsd
ENSMUSG00000102014	lncRNA	2900009J06Rik
ENSMUSG00000026349	protein_coding	Ccnt2
ENSMUSG00000051590	protein_coding	Map3k19
ENSMUSG00000036104	protein_coding	Rab3gap1
ENSMUSG00000036086	protein_coding	Zranb3
ENSMUSG00000099760	lncRNA	Gm28800
ENSMUSG00000056211	protein_coding	R3hdm1
ENSMUSG00000026353	protein_coding	Ubxn4
ENSMUSG00000026354	protein_coding	Lct
ENSMUSG00000026355	protein_coding	Mcm6
ENSMUSG00000026356	protein_coding	Dars
ENSMUSG00000045382	protein_coding	Cxcr4
ENSMUSG00000097283	lncRNA	Gm26686
ENSMUSG00000042581	protein_coding	Thsd7b
ENSMUSG00000086633	lncRNA	Gm16081
ENSMUSG00000026401	protein_coding	Cd55b
ENSMUSG00000087691	lncRNA	Gm15674
ENSMUSG00000086825	lncRNA	Gm15675
ENSMUSG00000026399	protein_coding	Cd55
ENSMUSG00000085526	lncRNA	Gm16083
ENSMUSG00000042554	protein_coding	Zp3r
ENSMUSG00000026405	protein_coding	C4bp
ENSMUSG00000026409	protein_coding	Pfkfb2
ENSMUSG00000046404	protein_coding	Yod1
ENSMUSG00000042510	protein_coding	AA986860
ENSMUSG00000099556	lncRNA	Gm28857
ENSMUSG00000100106	lncRNA	Gm28856
ENSMUSG00000026415	protein_coding	Fcamr
ENSMUSG00000086706	lncRNA	Gm15848
ENSMUSG00000026417	protein_coding	Pigr
ENSMUSG00000042474	protein_coding	Fcmr
ENSMUSG00000026420	protein_coding	Il24
ENSMUSG00000026416	protein_coding	Il20
ENSMUSG00000016524	protein_coding	Il19
ENSMUSG00000016529	protein_coding	Il10
ENSMUSG00000016528	protein_coding	Mapkapk2
ENSMUSG00000016526	protein_coding	Dyrk3
ENSMUSG00000026427	protein_coding	Eif2d
ENSMUSG00000026430	protein_coding	Rassf5
ENSMUSG00000042349	protein_coding	Ikbke
ENSMUSG00000102027	lncRNA	Gm28914
ENSMUSG00000102055	lncRNA	Gm28913
ENSMUSG00000026425	protein_coding	Srgap2
ENSMUSG00000101778	lncRNA	Gm29488
ENSMUSG00000055184	protein_coding	Fam72a
ENSMUSG00000026432	protein_coding	Avpr1b
ENSMUSG00000004552	protein_coding	Ctse
ENSMUSG00000052688	protein_coding	Rab7b
ENSMUSG00000042268	protein_coding	Slc26a9
ENSMUSG00000042251	protein_coding	Pm20d1
ENSMUSG00000013275	protein_coding	Slc41a1
ENSMUSG00000026433	protein_coding	Rab29
ENSMUSG00000026434	protein_coding	Nucks1
ENSMUSG00000026435	protein_coding	Slc45a3
ENSMUSG00000026436	protein_coding	Elk4
ENSMUSG00000059149	protein_coding	Mfsd4a
ENSMUSG00000026437	protein_coding	Cdk18
ENSMUSG00000099874	lncRNA	Gm29629
ENSMUSG00000079330	protein_coding	Lemd1
ENSMUSG00000118219	protein_coding	Gm29695
ENSMUSG00000066936	protein_coding	Gm10188
ENSMUSG00000101549	lncRNA	Gm29630
ENSMUSG00000042115	protein_coding	Klhdc8a
ENSMUSG00000009772	protein_coding	Nuak2
ENSMUSG00000100658	lncRNA	F730311O21Rik
ENSMUSG00000042066	protein_coding	Tmcc2
ENSMUSG00000090079	lncRNA	Gm15849
ENSMUSG00000042046	protein_coding	Dstyk
ENSMUSG00000097760	lncRNA	6030442K20Rik
ENSMUSG00000026439	protein_coding	Rbbp5
ENSMUSG00000048174	protein_coding	Tmem81
ENSMUSG00000053024	protein_coding	Cntn2
ENSMUSG00000026442	protein_coding	Nfasc
ENSMUSG00000101126	lncRNA	Gm10538
ENSMUSG00000026443	protein_coding	Lrrn2
ENSMUSG00000054387	protein_coding	Mdm4
ENSMUSG00000026447	protein_coding	Pik3c2b
ENSMUSG00000101102	lncRNA	Gm28609
ENSMUSG00000046062	protein_coding	Ppp1r15b
ENSMUSG00000041757	protein_coding	Plekha6
ENSMUSG00000101693	lncRNA	Gm19461
ENSMUSG00000115958	protein_coding	Gm28040
ENSMUSG00000116158	protein_coding	Kiss1
ENSMUSG00000070645	protein_coding	Ren1
ENSMUSG00000070644	protein_coding	Etnk2
ENSMUSG00000070643	protein_coding	Sox13
ENSMUSG00000090553	protein_coding	Snrpe
ENSMUSG00000102976	protein_coding	Zc3h11a
ENSMUSG00000116275	protein_coding	Zc3h11a.1
ENSMUSG00000094410	protein_coding	Gm38394
ENSMUSG00000102049	protein_coding	Zbed6
ENSMUSG00000051998	protein_coding	Lax1
ENSMUSG00000026463	protein_coding	Atp2b4
ENSMUSG00000100830	lncRNA	Gm28441
ENSMUSG00000010311	protein_coding	Optc
ENSMUSG00000090208	lncRNA	Gm15851
ENSMUSG00000041577	protein_coding	Prelp
ENSMUSG00000100987	lncRNA	Gm1627
ENSMUSG00000041559	protein_coding	Fmod
ENSMUSG00000020423	protein_coding	Btg2
ENSMUSG00000026450	protein_coding	Chit1
ENSMUSG00000064246	protein_coding	Chil1
ENSMUSG00000042451	protein_coding	Mybph
ENSMUSG00000042429	protein_coding	Adora1
ENSMUSG00000026459	protein_coding	Myog
ENSMUSG00000026458	protein_coding	Ppfia4
ENSMUSG00000042305	protein_coding	Tmem183a
ENSMUSG00000050526	protein_coding	4933406M09Rik
ENSMUSG00000026456	protein_coding	Cyb5r1
ENSMUSG00000026457	protein_coding	Adipor1
ENSMUSG00000101061	lncRNA	Platr1
ENSMUSG00000026455	protein_coding	Klhl12
ENSMUSG00000042229	protein_coding	Rabif
ENSMUSG00000046367	protein_coding	Mgat4e
ENSMUSG00000042207	protein_coding	Kdm5b
ENSMUSG00000097435	lncRNA	Gm26783
ENSMUSG00000026452	protein_coding	Syt2
ENSMUSG00000073557	protein_coding	Ppp1r12b
ENSMUSG00000101168	lncRNA	Gm28892
ENSMUSG00000026429	protein_coding	Ube2t
ENSMUSG00000042793	protein_coding	Lgr6
ENSMUSG00000097988	lncRNA	Gm10535
ENSMUSG00000031506	protein_coding	Ptpn7
ENSMUSG00000026426	protein_coding	Arl8a
ENSMUSG00000085311	lncRNA	Gm15445
ENSMUSG00000026424	protein_coding	Gpr37l1
ENSMUSG00000097680	lncRNA	Gm26642
ENSMUSG00000003051	protein_coding	Elf3
ENSMUSG00000041926	protein_coding	Rnpep
ENSMUSG00000062580	protein_coding	Timm17a
ENSMUSG00000048096	protein_coding	Lmod1
ENSMUSG00000041889	protein_coding	Shisa4
ENSMUSG00000041879	protein_coding	Ipo9
ENSMUSG00000100620	lncRNA	Gm28277
ENSMUSG00000009418	protein_coding	Nav1
ENSMUSG00000054412	lncRNA	Gm4793
ENSMUSG00000026421	protein_coding	Csrp1
ENSMUSG00000041801	protein_coding	Phlda3
ENSMUSG00000026418	protein_coding	Tnni1
ENSMUSG00000041782	protein_coding	Lad1
ENSMUSG00000026414	protein_coding	Tnnt2
ENSMUSG00000026413	protein_coding	Pkp1
ENSMUSG00000051985	protein_coding	Igfn1
ENSMUSG00000026411	protein_coding	Tmem9
ENSMUSG00000097918	protein_coding	Ascl5
ENSMUSG00000026407	protein_coding	Cacna1s
ENSMUSG00000102717	lncRNA	Gm37759
ENSMUSG00000086264	lncRNA	Gm15850
ENSMUSG00000041642	protein_coding	Kif21b
ENSMUSG00000087230	protein_coding	Mroh3
ENSMUSG00000041605	protein_coding	Inava
ENSMUSG00000097315	lncRNA	Gm26568
ENSMUSG00000103594	lncRNA	A430034D21Rik
ENSMUSG00000102941	lncRNA	Gm37552
ENSMUSG00000097433	lncRNA	Gm26781
ENSMUSG00000052759	protein_coding	Gpr25
ENSMUSG00000041570	protein_coding	Camsap2
ENSMUSG00000097403	lncRNA	9230116N13Rik
ENSMUSG00000026404	protein_coding	Ddx59
ENSMUSG00000041498	protein_coding	Kif14
ENSMUSG00000104414	lncRNA	Gm37799
ENSMUSG00000104509	lncRNA	Gm33994
ENSMUSG00000104366	lncRNA	4933409D19Rik
ENSMUSG00000097229	lncRNA	Platr23
ENSMUSG00000041483	protein_coding	Zfp281
ENSMUSG00000097113	lncRNA	Gm19705
ENSMUSG00000097448	lncRNA	Platr22
ENSMUSG00000026398	protein_coding	Nr5a2
ENSMUSG00000098243	lncRNA	Gm4258
ENSMUSG00000098045	lncRNA	Gm26979
